StudentID,YearLevel,SubjectCode,AcademicPeriod
200177,10,0PD,0
200177,10,0SCIO,0
200177,10,1PLP,6
200181,10,0ARTA,5
200181,10,0ARTB,6
200181,10,0CARE,0
200181,10,0CR8WTG,6
200181,10,0DTPRO,5
200181,10,0ENGO,0
200181,10,0HPE1,6
200181,10,0HUMO,6
200181,10,0MDAN,5
200181,10,0MTHO,0
200181,10,0PD,0
200181,10,0SCIO,0
200181,10,1PLP,5
200182,10,0CARE,0
200182,10,0ENGO,0
200182,10,0HPE1,5
200182,10,0HPE2,6
200182,10,0HUMO,5
200182,10,0JEW,6
200182,10,0MDNM,5
200182,10,0MDTW,5
200182,10,0MTHO,0
200182,10,0PD,0
200182,10,0PGH,6
200182,10,0SCIO,0
200182,10,1PLP,6
200183,10,0CARE,0
200183,10,0CIV,5
200183,10,0ENGO,0
200183,10,0ENTEC,5
200183,10,0HPE1,5
200183,10,0HUMO,6
200183,10,0MDNM,6
200183,10,0MDTW,6
200183,10,0MTHO,0
200183,10,0PD,0
200183,10,0PGH,6
200183,10,0SCIO,0
200183,10,1PLP,5
200184,10,0CARE,0
200184,10,0CIV,5
200184,10,0ENGO,0
200184,10,0FDINV,6
200184,10,0FODA,6
200184,10,0HPE1,5
200184,10,0HPE2,6
200184,10,0HUMO,6
200184,10,0MDNM,5
200184,10,0MTHL,0
200184,10,0PD,0
200184,10,0SCIO,0
200184,10,1PLP,5
200185,10,0CARE,0
200185,10,0CR8WTG,6
200185,10,0DANA,5
200185,10,0ENGO,0
200185,10,0FDINV,6
200185,10,0HPE1,6
200185,10,0HUMO,6
200185,10,0MDTW,5
200185,10,0MTHO,0
200185,10,0MUSA,5
200185,10,0PD,0
200185,10,0SCIO,0
200185,10,1PLP,5
200186,10,0CARE,0
200186,10,0DANA,5
200186,10,0DANB,6
200186,10,0DRAB,6
200186,10,0ENGO,0
200186,10,0HPE1,5
200186,10,0HUMO,5
200186,10,0JEW,6
200186,10,0MDTW,5
200186,10,0MTHO,0
200186,10,0PD,0
200186,10,0SCIO,0
200186,10,1PLP,6
200187,10,0CARE,0
200187,10,0CIV,6
200187,10,0DANA,5
200187,10,0DANB,6
200187,10,0ENGO,0
200187,10,0HPE1,5
200187,10,0HUMO,6
200187,10,0MTHA,6
200187,10,0MTHL,0
200187,10,0PD,0
200187,10,0PGH,5
200187,10,0SCIO,0
200187,10,1PLP,5
200188,10,03DM,6
200188,10,0CARE,0
200188,10,0DTE,6
200188,10,0ENGP,0
200188,10,0FODA,6
200188,10,0HPE1,5
200188,10,0HUMP,6
200188,10,0MDAN,5
200188,10,0MTHP,0
200188,10,0MUSA,5
200188,10,0PD,0
200188,10,0SCIP,0
200188,10,1PLP,5
200189,10,0ARTA,5
200189,10,0CARE,0
200189,10,0CIV,5
200189,10,0DTE,6
200189,10,0ENGO,0
200189,10,0ENTEC,5
200189,10,0HPE1,6
200189,10,0HUMO,5
200189,10,0MDNM,6
200189,10,0MTHL,0
200189,10,0PD,0
200189,10,0SCIO,0
200189,10,1PLP,6
200190,10,0CARE,0
200190,10,0DANB,6
200190,10,0ENGO,0
200190,10,0FDINV,5
200190,10,0FODA,6
200190,10,0HPE1,5
200190,10,0HPE2,6
200190,10,0HUMO,5
200190,10,0MDTW,5
200190,10,0MTHO,0
200190,10,0PD,0
200190,10,0SCIO,0
200190,10,1PLP,6
200194,10,0ARTA,5
200194,10,0CARE,0
200194,10,0ENGL,0
200194,10,0FODA,6
200194,10,0HPE1,5
200194,10,0HPE2,6
200194,10,0HUML,5
200194,10,0MDTW,6
200194,10,0MTHL,0
200194,10,0PD,0
200194,10,0PGH,5
200194,10,0SCIL,0
200194,10,1PLP,6
200198,10,03DM,6
200198,10,0ARTA,5
200198,10,0CARE,0
200198,10,0DTE,6
200198,10,0ENGP,0
200198,10,0ENTEC,5
200198,10,0HPE1,6
200198,10,0HUMP,6
200198,10,0MDTW,5
200198,10,0MTHP,0
200198,10,0PD,0
200198,10,0SCIP,0
200198,10,1PLP,5
200199,10,0ARTA,5
200199,10,0CARE,0
200199,10,0DRAB,6
200199,10,0EALA,0
200199,10,0FODA,6
200199,10,0HPE1,5
200199,10,0HPE2,6
200199,10,0HUME,5
200199,10,0MTHO,0
200199,10,0MUSA,5
200199,10,0PD,0
200199,10,0SCIE,0
200199,10,1PLP,6
200200,10,0CARE,0
200200,10,0ENGP,0
200200,10,0FDINV,6
200200,10,0FODA,5
200200,10,0HPE1,5
200200,10,0HPE2,6
200200,10,0HUMP,6
200200,10,0MDNM,5
200200,10,0MDTW,6
200200,10,0MTHP,0
200200,10,0PD,0
200200,10,0SCIP,0
200200,10,1PLP,5
200201,10,0CARE,0
200201,10,0DANA,5
200201,10,0DANB,6
200201,10,0DRAA,5
200201,10,0DRAB,6
200201,10,0ENGL,0
200201,10,0FODA,6
200201,10,0HPE1,5
200201,10,0HUML,5
200201,10,0MTHL,0
200201,10,0PD,0
200201,10,0SCIL,0
200201,10,1PLP,6
200202,10,0ARTB,6
200202,10,0CARE,0
200202,10,0CIV,5
200202,10,0EALA,0
200202,10,0FODA,6
200202,10,0HPE1,5
200202,10,0HUME,5
200202,10,0MDTW,5
200202,10,0MTHA,6
200202,10,0MTHL,0
200202,10,0PD,0
200202,10,0SCIE,0
200202,10,1PLP,6
200202,10,TEAL10,0
200203,10,0CARE,0
200203,10,0PD,0
200203,10,1EPM20,0
200203,10,1HWM10,0
200203,10,1MPM20,0
200203,10,SC3ARTS,5
200203,10,SC3ARTS,6
200203,10,SC3HUM,5
200203,10,SC3HUM,6
200203,10,SC3SCI,5
200203,10,SC3SCI,6
200203,10,SWDPE,5
200203,10,SWDPE,6
200204,10,0ARTB,6
200204,10,0CARE,0
200204,10,0CIV,5
200204,10,0ENGP,0
200204,10,0FODA,6
200204,10,0HPE1,5
200204,10,0HUMP,6
200204,10,0MDTW,5
200204,10,0MTHP,0
200204,10,0PD,0
200204,10,0PGH,6
200204,10,0SCIP,0
200204,10,1PLP,5
200204,10,TEAL10,0
200205,10,0CARE,0
200205,10,0ENGO,0
200205,10,0HPE1,6
200205,10,0HUMO,5
200205,10,0LNSP,0
200205,10,0MDNM,5
200205,10,0MDTW,5
200205,10,0MTHO,0
200205,10,0PD,0
200205,10,0PGH,6
200205,10,0SCIO,0
200205,10,1PLP,6
200206,10,0CARE,0
200206,10,0ENGO,0
200206,10,0FODA,6
200206,10,0HPE1,6
200206,10,0HUMO,6
200206,10,0MDAN,5
200206,10,0MDFL,5
200206,10,0MDNM,5
200206,10,0MDTW,6
200206,10,0MTHO,0
200206,10,0PD,0
200206,10,0SCIO,0
200206,10,1PLP,5
200209,10,0CARE,0
200209,10,0PD,0
200209,10,1DTM,5
200209,10,1EPM20,0
200209,10,1HWM10,6
200209,10,1LAM10,0
200209,10,1MPM20,0
200209,10,1SOM10,0
200209,10,SC4SCI,5
200209,10,SC4SCI,6
200209,10,SWDPE,5
200209,10,SWDPE,6
200261,10,0CARE,0
200261,10,0CIV,5
200261,10,0EALA,0
200261,10,0FDINV,5
200261,10,0FODA,5
200261,10,0HPE1,6
200261,10,0HUME,5
200261,10,0JEW,6
200261,10,0MTHL,0
200261,10,0PD,0
200261,10,0PGH,6
200261,10,0SCIE,0
200261,10,1PLP,6
200264,11,TEAL,0
200265,11,1CARE,0
200265,11,1ETELT,5
200265,11,1ETELT,6
200265,11,1HEW,6
200265,11,1MEM,5
200265,11,1MEM,6
200265,11,1MRSM,5
200265,11,1OUT,6
200265,11,1PD,0
200265,11,1PHD,5
200265,11,1PHD,6
200265,11,1STU,5
200269,11,1CARE,0
200269,11,1CSD,6
200269,11,1ETE,5
200269,11,1ETE,6
200269,11,1FOH,5
200269,11,1MEM,5
200269,11,1MEM,6
200269,11,1PD,0
200269,11,V3ECHEDU,0
200274,11,1CARE,0
200274,11,1EAL,5
200274,11,1EAL,6
200274,11,1MGM,5
200274,11,1MGM,6
200274,11,1OUT,6
200274,11,1PD,0
200274,11,1PHD,5
200274,11,1PHD,6
200274,11,1PPP,5
200274,11,1PSC,6
200274,11,1PYI,5
200274,11,1STU,5
200274,11,2RPJ1,6
200274,11,XTPST,0
200275,10,FLOCARE,0
200282,11,1CARE,0
200282,11,1PD,0
200283,11,1BGY,5
200283,11,1BGY,6
200283,11,1CARE,0
200283,11,1CEM,5
200283,11,1CSD,6
200283,11,1EAL,5
200283,11,1EAL,6
200283,11,1MAM,5
200283,11,1MAM,6
200283,11,1PD,0
200283,11,1PHD,5
200283,11,1PYI,5
200283,11,2RPJ1,6
200289,10,0CARE,0
200289,10,0DANA,5
200289,10,0DANB,6
200289,10,0DRAA,5
200289,10,0DRAB,6
200289,10,0ENGO,0
200289,10,0HPE1,5
200289,10,0HPE2,6
200289,10,0HUMO,6
200289,10,0MTHO,0
200289,10,0PD,0
200289,10,0SCIO,0
200289,10,1PLP,5
200290,11,1CARE,0
200290,11,1ETELT,5
200290,11,1MEM,5
200290,11,1MRSM,5
200290,11,1PD,0
200290,11,V2AUTO,0
200295,11,FLOCARE,0
200297,10,0ARTA,5
200297,10,0CARE,0
200297,10,0CIV,6
200297,10,0ENGO,0
200297,10,0HPE1,6
200297,10,0HUMO,5
200297,10,0MDAN,5
200297,10,0MDNM,5
200297,10,0MDTW,6
200297,10,0MTHO,0
200297,10,0PD,0
200297,10,0SCIO,0
200297,10,1PLP,6
200298,10,0CARE,0
200298,10,0PD,0
200298,10,1EPM20,0
200298,10,1HWM10,0
200298,10,1MPM20,0
200298,10,SC3ARTS,5
200298,10,SC3ARTS,6
200298,10,SC3HUM,5
200298,10,SC3HUM,6
200298,10,SC3SCI,5
200298,10,SC3SCI,6
200298,10,SWDPE,5
200298,10,SWDPE,6
200301,10,0ARTA,5
200301,10,0CARE,0
200301,10,0DANB,6
200301,10,0ENGO,0
200301,10,0FODA,6
200301,10,0HPE1,5
200301,10,0HPE2,6
200301,10,0HUMO,5
200301,10,0MTHO,0
200301,10,0MUSA,5
200301,10,0PD,0
200301,10,0SCIO,0
200301,10,1PLP,6
200303,10,0CARE,0
200303,10,0CIV,5
200303,10,0EALA,0
200303,10,0ENTEC,5
200303,10,0FDINV,6
200303,10,0FODA,6
200303,10,0HPE1,5
200303,10,0HPE2,6
200303,10,0HUME,5
200303,10,0MTHO,0
200303,10,0PD,0
200303,10,0SCIE,0
200303,10,1PLP,6
200305,11,FLOCARE,0
200306,10,0ABEX,5
200306,10,0ABEX,6
200306,10,0CARE,0
200306,10,0CIV,6
200306,10,0ENGO,0
200306,10,0FDINV,5
200306,10,0HUMO,6
200306,10,0LNSP,0
200306,10,0MTHO,0
200306,10,0PD,0
200306,10,0SCIO,0
200306,10,1PLP,5
210001,09,9ART1,5
210001,09,9CARE,0
210001,09,9ENGO,0
210001,09,9HUMO,0
210001,09,9MDNM,6
210001,09,9MDNW,6
210001,09,9MTHO,0
210001,09,9MUS1,5
210001,09,9PD,0
210001,09,9PHE,5
210001,09,9PHE,6
210001,09,9SCIO,0
210002,09,9CARE,0
210002,09,9ENGP,0
210002,09,9HUMP,0
210002,09,9LITP,0
210002,09,9MDNM,6
210002,09,9MDNW,5
210002,09,9MTHP,0
210002,09,9PD,0
210002,09,9PHE,5
210002,09,9PHE,6
210002,09,9SCIP,0
210004,09,9ART1,5
210004,09,9CARE,0
210004,09,9ENGP,0
210004,09,9FOD,6
210004,09,9HUMP,0
210004,09,9LITP,0
210004,09,9MTHP,0
210004,09,9PD,0
210004,09,9PHE,5
210004,09,9PHE,6
210004,09,9SCIP,0
210004,09,LLI,0
210006,09,9ART1,5
210006,09,9CARE,0
210006,09,9DAN,5
210006,09,9ENGO,0
210006,09,9FOD,6
210006,09,9HUMO,0
210006,09,9MTHO,0
210006,09,9PD,0
210006,09,9PGHD,6
210006,09,9PHE,5
210006,09,9PHE,6
210006,09,9SCIO,0
210007,09,9ART2,6
210007,09,9CARE,0
210007,09,9DAN,5
210007,09,9DTE,5
210007,09,9ENGO,0
210007,09,9FOD,6
210007,09,9HUMO,0
210007,09,9MTHO,0
210007,09,9PD,0
210007,09,9PHE,5
210007,09,9PHE,6
210007,09,9SCIO,0
210010,09,9CARE,0
210010,09,9CR8FD,6
210010,09,9ENGL,0
210010,09,9ENGTEC,5
210010,09,9FOD,5
210010,09,9HUML,0
210010,09,9MTHL,0
210010,09,9MUS2,6
210010,09,9PD,0
210010,09,9PHE,5
210010,09,9PHE,6
210010,09,9SCIL,0
210011,09,9CARE,0
210011,09,9DAN,6
210011,09,9DRA,5
210011,09,9ENGO,0
210011,09,9HUMO,0
210011,09,9MDNM,6
210011,09,9MDNW,5
210011,09,9MTHO,0
210011,09,9PD,0
210011,09,9PHE,5
210011,09,9PHE,6
210011,09,9SCIO,0
210012,09,9ART1,5
210012,09,9CARE,0
210012,09,9ENGP,0
210012,09,9HUMP,0
210012,09,9LITP,0
210012,09,9MTHP,0
210012,09,9MUS2,6
210012,09,9PD,0
210012,09,9PHE,5
210012,09,9PHE,6
210012,09,9SCIP,0
210013,09,9ART2,6
210013,09,9CARE,0
210013,09,9ENGO,0
210013,09,9FOD,5
210013,09,9HUMO,0
210013,09,9MDAN,6
210013,09,9MTHO,0
210013,09,9MUS1,5
210013,09,9PD,0
210013,09,9PHE,5
210013,09,9PHE,6
210013,09,9SCIO,0
210014,09,9CARE,0
210014,09,9DAN,5
210014,09,9DGPRO,6
210014,09,9ENGO,0
210014,09,9FOD,5
210014,09,9HUMO,0
210014,09,9MDNW,6
210014,09,9MTHL,0
210014,09,9PD,0
210014,09,9PHE,5
210014,09,9PHE,6
210014,09,9SCIO,0
210015,09,9CARE,0
210015,09,9DAN,5
210015,09,9DRA,6
210015,09,9ENGO,0
210015,09,9FOD,5
210015,09,9HUMO,0
210015,09,9MDNW,6
210015,09,9MTHO,0
210015,09,9PD,0
210015,09,9PHE,5
210015,09,9PHE,6
210015,09,9SCIO,0
210018,09,9ART2,6
210018,09,9CARE,0
210018,09,9DRA,5
210018,09,9ENGO,0
210018,09,9FOD,6
210018,09,9HUMO,0
210018,09,9MDNW,5
210018,09,9MTHO,0
210018,09,9PD,0
210018,09,9PHE,5
210018,09,9PHE,6
210018,09,9SCIO,0
210019,09,9ART2,6
210019,09,9CARE,0
210019,09,9EALA,0
210019,09,9ESLB,0
210019,09,9HUME,0
210019,09,9MDNW,5
210019,09,9MTHO,0
210019,09,9PD,0
210019,09,9PHE,5
210019,09,9PHE,6
210019,09,9SCIE,0
210020,09,9ART2,6
210020,09,9CARE,0
210020,09,9EALA,0
210020,09,9ENGTEC,5
210020,09,9ESLB,0
210020,09,9HUME,0
210020,09,9MTHO,0
210020,09,9PD,0
210020,09,9PHE,5
210020,09,9PHE,6
210020,09,9SCIE,0
210021,09,9CARE,0
210021,09,9CR8FD,5
210021,09,9EALA,0
210021,09,9ESLB,0
210021,09,9FOD,6
210021,09,9HUME,0
210021,09,9MTHO,0
210021,09,9PD,0
210021,09,9PHE,5
210021,09,9PHE,6
210021,09,9SCIE,0
210023,09,9ART2,6
210023,09,9CARE,0
210023,09,9ENGO,0
210023,09,9FOD,6
210023,09,9HUMO,0
210023,09,9MDNW,5
210023,09,9MTHL,0
210023,09,9MUS1,5
210023,09,9PD,0
210023,09,9PHE,5
210023,09,9PHE,6
210023,09,9SCIO,0
210024,09,FLOCARE,0
210026,09,9ART2,6
210026,09,9CARE,0
210026,09,9DAN,6
210026,09,9DRA,5
210026,09,9ENGO,0
210026,09,9FOD,5
210026,09,9HUMO,0
210026,09,9MTHO,0
210026,09,9PD,0
210026,09,9PHE,5
210026,09,9PHE,6
210026,09,9SCIO,0
210027,09,9ART2,6
210027,09,9CARE,0
210027,09,9DRA,6
210027,09,9ENGO,0
210027,09,9FOD,5
210027,09,9HUMO,0
210027,09,9MTHO,0
210027,09,9MUS1,5
210027,09,9PD,0
210027,09,9PHE,5
210027,09,9PHE,6
210027,09,9SCIO,0
210028,09,FLOCARE,0
210029,09,9ART2,6
210029,09,9CARE,0
210029,09,9DAN,5
210029,09,9DGPRO,6
210029,09,9ENGL,0
210029,09,9HUML,0
210029,09,9MDFL,5
210029,09,9MTHL,0
210029,09,9PD,0
210029,09,9PHE,5
210029,09,9PHE,6
210029,09,9SCIL,0
210030,09,9ART1,5
210030,09,9CARE,0
210030,09,9ENGO,0
210030,09,9FOD,5
210030,09,9HUMO,0
210030,09,9MDNW,6
210030,09,9MTHL,0
210030,09,9MUS2,6
210030,09,9PD,0
210030,09,9PHE,5
210030,09,9PHE,6
210030,09,9SCIO,0
210031,09,9ART1,5
210031,09,9CARE,0
210031,09,9DAN,5
210031,09,9DRA,6
210031,09,9ENGL,0
210031,09,9FOD,6
210031,09,9HUML,0
210031,09,9MTHO,0
210031,09,9PD,0
210031,09,9PHE,5
210031,09,9PHE,6
210031,09,9SCIL,0
210032,09,9CARE,0
210032,09,9DGPRO,6
210032,09,9ENGL,0
210032,09,9FOD,5
210032,09,9HUML,0
210032,09,9MDAN,6
210032,09,9MTHL,0
210032,09,9PD,0
210032,09,9PGHD,5
210032,09,9PHE,5
210032,09,9PHE,6
210032,09,9SCIL,0
210033,09,9ART1,5
210033,09,9CARE,0
210033,09,9DAN,6
210033,09,9ENGO,0
210033,09,9FOD,5
210033,09,9HUMO,0
210033,09,9MDNM,6
210033,09,9MTHO,0
210033,09,9PD,0
210033,09,9PHE,5
210033,09,9PHE,6
210033,09,9SCIO,0
210034,09,9ART2,6
210034,09,9CARE,0
210034,09,9DAN,5
210034,09,9ENGO,0
210034,09,9FOD,6
210034,09,9HUMO,0
210034,09,9MDFL,5
210034,09,9MTHO,0
210034,09,9PD,0
210034,09,9PHE,5
210034,09,9PHE,6
210034,09,9SCIO,0
210035,09,9ART1,5
210035,09,9CARE,0
210035,09,9ENGP,0
210035,09,9HUMP,0
210035,09,9LITP,0
210035,09,9MDNM,6
210035,09,9MTHP,0
210035,09,9PD,0
210035,09,9PHE,5
210035,09,9PHE,6
210035,09,9SCIP,0
210036,09,FLOCARE,0
210038,09,9CARE,0
210038,09,9ENGO,0
210038,09,9ENGTEC,5
210038,09,9FOD,6
210038,09,9HUMO,0
210038,09,9MDNM,5
210038,09,9MDNW,6
210038,09,9MTHL,0
210038,09,9PD,0
210038,09,9PHE,5
210038,09,9PHE,6
210038,09,9SCIO,0
210040,09,9CARE,0
210040,09,9CR8FD,6
210040,09,9ENGO,0
210040,09,9FOD,5
210040,09,9HUMO,0
210040,09,9MDNM,6
210040,09,9MTHL,0
210040,09,9PD,0
210040,09,9PGHD,5
210040,09,9PHE,5
210040,09,9PHE,6
210040,09,9SCIO,0
210041,09,9ART1,5
210041,09,9CARE,0
210041,09,9ENGO,0
210041,09,9FOD,6
210041,09,9HUMO,0
210041,09,9MDNM,6
210041,09,9MDNW,5
210041,09,9MTHO,0
210041,09,9PD,0
210041,09,9PHE,5
210041,09,9PHE,6
210041,09,9SCIO,0
210042,09,9ART1,5
210042,09,9CARE,0
210042,09,9ENGO,0
210042,09,9FOD,5
210042,09,9HUMO,0
210042,09,9MDNW,6
210042,09,9MTHO,0
210042,09,9MUS2,6
210042,09,9PD,0
210042,09,9PHE,5
210042,09,9PHE,6
210042,09,9SCIO,0
210043,09,9ART2,6
210043,09,9CARE,0
210043,09,9DAN,5
210043,09,9DRA,6
210043,09,9DTE,5
210043,09,9ENGO,0
210043,09,9HUMO,0
210043,09,9MTHO,0
210043,09,9PD,0
210043,09,9PHE,5
210043,09,9PHE,6
210043,09,9SCIO,0
210044,09,9ART2,6
210044,09,9CARE,0
210044,09,9ENGO,0
210044,09,9FOD,6
210044,09,9HUMO,0
210044,09,9MDNW,5
210044,09,9MTHO,0
210044,09,9MUS1,5
210044,09,9PD,0
210044,09,9PHE,5
210044,09,9PHE,6
210044,09,9SCIO,0
210045,09,9CARE,0
210045,09,9ENGO,0
210045,09,9FOD,6
210045,09,9HUMO,0
210045,09,9MDNM,6
210045,09,9MDNW,5
210045,09,9MTHO,0
210045,09,9MUS1,5
210045,09,9PD,0
210045,09,9PHE,5
210045,09,9PHE,6
210045,09,9SCIO,0
210046,09,9ART2,6
210046,09,9CARE,0
210046,09,9CR8FD,5
210046,09,9ENGO,0
210046,09,9FOD,6
210046,09,9HUMO,0
210046,09,9MDNW,5
210046,09,9MTHO,0
210046,09,9PD,0
210046,09,9PHE,5
210046,09,9PHE,6
210046,09,9SCIO,0
210048,09,9CARE,0
210048,09,9DAN,5
210048,09,9DRA,6
210048,09,9ENGO,0
210048,09,9HUMO,0
210048,09,9MDNM,5
210048,09,9MTHL,0
210048,09,9PD,0
210048,09,9PGHD,6
210048,09,9PHE,5
210048,09,9PHE,6
210048,09,9SCIO,0
210049,09,9CARE,0
210049,09,9DAN,5
210049,09,9ENGP,0
210049,09,9FOD,6
210049,09,9HUMP,0
210049,09,9LITP,0
210049,09,9MTHP,0
210049,09,9PD,0
210049,09,9PHE,5
210049,09,9PHE,6
210049,09,9SCIP,0
210053,09,9CARE,0
210053,09,9DAN,5
210053,09,9ENGL,0
210053,09,9HUML,0
210053,09,9ITA1,0
210053,09,9MTHL,0
210053,09,9PD,0
210053,09,9PGHD,6
210053,09,9PHE,5
210053,09,9PHE,6
210053,09,9SCIL,0
210054,09,9CARE,0
210054,09,9CR8FD,6
210054,09,9DTE,5
210054,09,9ENGO,0
210054,09,9ENGTEC,5
210054,09,9FOD,6
210054,09,9HUMO,0
210054,09,9MTHO,0
210054,09,9PD,0
210054,09,9PHE,5
210054,09,9PHE,6
210054,09,9SCIO,0
210056,09,9CARE,0
210056,09,9DAN,5
210056,09,9ENGO,0
210056,09,9FOD,5
210056,09,9HUMO,0
210056,09,9MTHL,0
210056,09,9MUS2,6
210056,09,9PD,0
210056,09,9PGHD,6
210056,09,9PHE,5
210056,09,9PHE,6
210056,09,9SCIO,0
210057,09,9CARE,0
210057,09,9ENGP,0
210057,09,9HUMP,0
210057,09,9LITP,0
210057,09,9MDAN,6
210057,09,9MDFL,5
210057,09,9MTHP,0
210057,09,9PD,0
210057,09,9PHE,5
210057,09,9PHE,6
210057,09,9SCIP,0
210057,09,SOC SKILLS,0
210058,09,9CARE,0
210058,09,9DAN,6
210058,09,9ENGO,0
210058,09,9HUMO,0
210058,09,9MDAN,6
210058,09,9MDFL,5
210058,09,9MTHL,0
210058,09,9PD,0
210058,09,9PGHD,5
210058,09,9PHE,5
210058,09,9PHE,6
210058,09,9SCIO,0
210059,09,9ART2,6
210059,09,9CARE,0
210059,09,9ENGO,0
210059,09,9FOD,5
210059,09,9HUMO,0
210059,09,9MDNW,6
210059,09,9MTHO,0
210059,09,9MUS1,5
210059,09,9PD,0
210059,09,9PHE,5
210059,09,9PHE,6
210059,09,9SCIO,0
210060,09,9CARE,0
210060,09,9CR8FD,6
210060,09,9ENGO,0
210060,09,9FOD,5
210060,09,9HUMO,0
210060,09,9MDNW,6
210060,09,9MTHL,0
210060,09,9MUS1,5
210060,09,9PD,0
210060,09,9PHE,5
210060,09,9PHE,6
210060,09,9SCIO,0
210061,09,9ART1,5
210061,09,9CARE,0
210061,09,9DRA,5
210061,09,9ENGO,0
210061,09,9HUMO,0
210061,09,9MDAN,6
210061,09,9MDNW,6
210061,09,9MTHO,0
210061,09,9PD,0
210061,09,9PHE,5
210061,09,9PHE,6
210061,09,9SCIO,0
210062,09,9CARE,0
210062,09,9CR8FD,5
210062,09,9ENGL,0
210062,09,9FOD,6
210062,09,9HUML,0
210062,09,9MDNW,6
210062,09,9MTHO,0
210062,09,9MUS1,5
210062,09,9PD,0
210062,09,9PHE,5
210062,09,9PHE,6
210062,09,9SCIL,0
210064,09,9CARE,0
210064,09,9DRA,5
210064,09,9ENGL,0
210064,09,9FOD,6
210064,09,9HUML,0
210064,09,9ITA1,0
210064,09,9MTHL,0
210064,09,9PD,0
210064,09,9PHE,5
210064,09,9PHE,6
210064,09,9SCIL,0
210065,09,9ART2,6
210065,09,9CARE,0
210065,09,9DRA,6
210065,09,9DTE,5
210065,09,9ENGO,0
210065,09,9HUMO,0
210065,09,9MTHO,0
210065,09,9PD,0
210065,09,9PGHD,5
210065,09,9PHE,5
210065,09,9PHE,6
210065,09,9SCIO,0
210068,09,9CARE,0
210068,09,9ENGO,0
210068,09,9ENGTEC,5
210068,09,9FOD,5
210068,09,9HUMO,0
210068,09,9MDNM,6
210068,09,9MDNW,6
210068,09,9MTHO,0
210068,09,9PD,0
210068,09,9PHE,5
210068,09,9PHE,6
210068,09,9SCIO,0
210069,09,9CARE,0
210069,09,9CR8FD,5
210069,09,9DRA,6
210069,09,9ENGO,0
210069,09,9HUMO,0
210069,09,9MDNM,5
210069,09,9MDNW,6
210069,09,9MTHO,0
210069,09,9PD,0
210069,09,9PHE,5
210069,09,9PHE,6
210069,09,9SCIO,0
210070,09,9CARE,0
210070,09,9CR8FD,6
210070,09,9ENGO,0
210070,09,9HUMO,0
210070,09,9LNSP,0
210070,09,9MDNM,5
210070,09,9MTHO,0
210070,09,9PD,0
210070,09,9PHE,5
210070,09,9PHE,6
210070,09,9SCIO,0
210071,09,9CARE,0
210071,09,9ENGO,0
210071,09,9HUMO,0
210071,09,9ITA1,0
210071,09,9LNSP,0
210071,09,9MTHO,0
210071,09,9PD,0
210071,09,9PHE,5
210071,09,9PHE,6
210071,09,9SCIO,0
210072,09,9CARE,0
210072,09,9CR8FD,5
210072,09,9ENGO,0
210072,09,9FOD,6
210072,09,9HUMO,0
210072,09,9MDNM,6
210072,09,9MDNW,5
210072,09,9MTHO,0
210072,09,9PD,0
210072,09,9PHE,5
210072,09,9PHE,6
210072,09,9SCIO,0
210073,09,9ART1,5
210073,09,9CARE,0
210073,09,9DAN,5
210073,09,9DRA,6
210073,09,9ENGL,0
210073,09,9HUML,0
210073,09,9MDAN,6
210073,09,9MTHL,0
210073,09,9PD,0
210073,09,9PHE,5
210073,09,9PHE,6
210073,09,9SCIL,0
210074,09,9CARE,0
210074,09,9DAN,5
210074,09,9ENGO,0
210074,09,9FOD,6
210074,09,9HUMO,0
210074,09,9MDNW,6
210074,09,9MTHO,0
210074,09,9PD,0
210074,09,9PGHD,5
210074,09,9PHE,5
210074,09,9PHE,6
210074,09,9SCIO,0
210076,09,9CARE,0
210076,09,9ENGP,0
210076,09,9FOD,6
210076,09,9HUMP,0
210076,09,9LITP,0
210076,09,9MTHP,0
210076,09,9PD,0
210076,09,9PGHD,5
210076,09,9PHE,5
210076,09,9PHE,6
210076,09,9SCIP,0
210077,09,9ART1,5
210077,09,9CARE,0
210077,09,9DAN,5
210077,09,9ENGO,0
210077,09,9FOD,6
210077,09,9HUMO,0
210077,09,9MDNW,6
210077,09,9MTHO,0
210077,09,9PD,0
210077,09,9PHE,5
210077,09,9PHE,6
210077,09,9SCIO,0
210078,09,9ART1,5
210078,09,9CARE,0
210078,09,9ENGO,0
210078,09,9FOD,5
210078,09,9HUMO,0
210078,09,9MDNM,6
210078,09,9MTHO,0
210078,09,9PD,0
210078,09,9PGHD,6
210078,09,9PHE,5
210078,09,9PHE,6
210078,09,9SCIO,0
210079,09,9ART1,5
210079,09,9CARE,0
210079,09,9ENGL,0
210079,09,9FOD,6
210079,09,9HUML,0
210079,09,9MDFL,5
210079,09,9MTHL,0
210079,09,9PD,0
210079,09,9PGHD,6
210079,09,9PHE,5
210079,09,9PHE,6
210079,09,9SCIL,0
210081,09,9CARE,0
210081,09,9DGPRO,6
210081,09,9ENGL,0
210081,09,9FOD,5
210081,09,9HUML,0
210081,09,9ITA1,0
210081,09,9MTHL,0
210081,09,9PD,0
210081,09,9PHE,5
210081,09,9PHE,6
210081,09,9SCIL,0
210082,09,9ART1,5
210082,09,9CARE,0
210082,09,9DAN,5
210082,09,9DRA,6
210082,09,9ENGO,0
210082,09,9HUMO,0
210082,09,9MTHL,0
210082,09,9MUS2,6
